Дата;Код;Комментарий;Картинка;Вес;Ед;Окраска;Материал;Цвет;Цвет металла;Форма;Отверстие;Диаметр;Длина;Ширина ;Толщина;Огранка;Вид;Производитель;Тема;Тип;Фасовка;Бренд;Вставка;Материал камня;Применение;Свойство камня;Серия;Стиль;Форма отверстия;Палитра;Размер;Номер цвета;;;;Хар2;К2;Уп2;Вес2;Хар3;К3;Уп3;Вес3;Хар4;К4;Уп4;Вес4;Ост2;Ост3;Ост4;ЦенаРозн2;ЦенаРозн3;ЦенаРозн4;ЦенаОпт2;ЦенаОпт3;ЦенаОпт4;Резерв2;Резерв3;Резерв4;ДопОписание
31.03.2020;УТ0005715;Бусины Акриловые Желейные, Круглые, Цвет: Красный, Диаметр: 10мм, Отв-тие 2мм, около 90шт/50г, (УТ0005715);000571500.jpg;;50 г;;Акрил;Красный;;Круглая;2~2,9мм;10мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;10~14мм;05 Red;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;;;;30,537;6,95001;195;19,821;3,75;165;;;;
31.03.2020;УТ0005716;Бусины Акриловые Желейные, Круглые, Цвет: Розовый темный, Диаметр: 10мм, Отв-тие 2мм, около 90шт/50г, (УТ0005716);000571600.jpg;2600;50 г;;Акрил;Розовый темный;;Круглая;2~2,9мм;10мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;10~14мм;06 DeepPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;51;20;2;30,537;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005717;Бусины Акриловые Желейные, Круглые, Цвет: Сиреневый, Диаметр: 10мм, Отв-тие 2мм, около 90шт/50г, (УТ0005717);000571700.jpg;1500;50 г;;Акрил;Сиреневый;;Круглая;2~2,9мм;10мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сиренево-фиолетовая;10~14мм;07 PearlPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;29;18;2;30,537;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005718;Бусины Акриловые Желейные, Круглые, Цвет: Лососевый светлый, Диаметр: 10мм, Отв-тие 2мм, около 90шт/50г, (УТ0005718);000571800.jpg;2300;50 г;;Акрил;Лососевый светлый;;Круглая;2~2,9мм;10мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;10~14мм;09 LightSalmon;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;45;34;2;30,537;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005719;Бусины Акриловые Желейные, Круглые, Цвет: Желтый, Диаметр: 10мм, Отв-тие 2мм, около 90шт/50г, (УТ0005719);000571900.jpg;2000;50 г;;Акрил;Желтый;;Круглая;2~2,9мм;10мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Оранжево-желтая;10~14мм;0A LightKhaki;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;40;;1;30,537;6,95001;195;19,821;3,75;165;;;;
31.03.2020;УТ0005720;Бусины Акриловые Желейные, Круглые, Цвет: Розовый, Диаметр: 10мм, Отв-тие 2мм, около 90шт/50г, (УТ0005720);000572000.jpg;2450;50 г;;Акрил;Розовый;;Круглая;2~2,9мм;10мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;10~14мм;0C Pink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;48;19;2;30,537;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005722;Бусины Акриловые Желейные, Круглые, Цвет: Белый, Диаметр: 10мм, Отв-тие 2мм, около 90шт/50г, (УТ0005722);000572200.jpg;;50 г;;Акрил;Белый;;Круглая;2~2,9мм;10мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Белая;10~14мм;0D White;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;;;;30,537;6,95001;195;19,821;3,75;165;;;;
31.03.2020;УТ0005724;Бусины Акриловые Желейные, Круглые, Цвет: Зеленый, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005724);000572400.jpg;3800;50 г;;Акрил;Зеленый;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Салатово-зеленая;8~9мм;02 OliveDrab;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;75;20;2;31,017;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005725;Бусины Акриловые Желейные, Круглые, Цвет: Орхидея, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005725);000572500.jpg;1400;50 г;;Акрил;Орхидея;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сиренево-фиолетовая;8~9мм;03 MediumOrchid;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;27;18;2;31,017;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005726;Бусины Акриловые Желейные, Круглые, Цвет: Голубой, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005726);000572600.jpg;1500;50 г;;Акрил;Голубой;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сине-голубая;8~9мм;04 LightSkyBlue;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;29;16;2;31,017;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005727;Бусины Акриловые Желейные, Круглые, Цвет: Красный, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005727);000572700.jpg;300;50 г;;Акрил;Красный;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;8~9мм;05 Red;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;3;33;;31,017;6,95001;195;19,821;3,75;165;3;;;
31.03.2020;УТ0005728;Бусины Акриловые Желейные, Круглые, Цвет: Розовый темный, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005728);000572800.jpg;1600;50 г;;Акрил;Розовый темный;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;8~9мм;06 DeepPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;31;19;2;31,017;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005729;Бусины Акриловые Желейные, Круглые, Цвет: Сиреневый, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005729);000572900.jpg;1650;50 г;;Акрил;Сиреневый;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сиренево-фиолетовая;8~9мм;07 PearlPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;32;24;2;31,017;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005730;Бусины Акриловые Желейные, Круглые, Цвет: Бирюзовый, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005730);000573000.jpg;;50 г;;Акрил;Бирюзовый;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сине-голубая;8~9мм;08 PaleTurquoise;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;;15;;31,017;6,95001;195;19,821;3,75;165;;;;
31.03.2020;УТ0005731;Бусины Акриловые Желейные, Круглые, Цвет: Желтый, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005731);000573100.jpg;2100;50 г;;Акрил;Желтый;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Оранжево-желтая;8~9мм;0A LightKhaki;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;40;17;2;31,017;6,95001;195;19,821;3,75;165;2;;;
31.03.2020;УТ0005732;Бусины Акриловые Желейные, Круглые, Цвет: Розовый, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005732);000573200.jpg;1150;50 г;;Акрил;Розовый;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;8~9мм;0C Pink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;22;19;2;31,017;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005733;Бусины Акриловые Желейные, Круглые, Цвет: Микс, Диаметр: 8мм, Отв-тие 2мм, около 175 шт/50 г, (УТ0005733);000573300.jpg;1000;50 г;;Акрил;Микс;;Круглая;2~2,9мм;8мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Микс Цветов;8~9мм;0E Mixed Color;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;19;6;2;31,017;6,95001;195;19,821;3,75;165;1;;;
31.03.2020;УТ0005734;Бусины Акриловые Желейные, Круглые, Цвет: Зеленый, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005734);000573400.jpg;1500;50 г;;Акрил;Зеленый;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Салатово-зеленая;6~7мм;02 OliveDrab;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;30;16;2;32,088;6,95001;225;23,037;3,75;180;;;;
31.03.2020;УТ0005735;Бусины Акриловые Желейные, Круглые, Цвет: Орхидея, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005735);000573500.jpg;1550;50 г;;Акрил;Орхидея;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сиренево-фиолетовая;6~7мм;03 MediumOrchid;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;30;15;2;32,088;6,95001;225;23,037;3,75;180;1;;;
31.03.2020;УТ0005736;Бусины Акриловые Желейные, Круглые, Цвет: Голубой, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005736);000573600.jpg;1450;50 г;;Акрил;Голубой;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сине-голубая;6~7мм;04 LightSkyBlue;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;29;15;2;32,088;6,95001;225;23,037;3,75;180;;;;
31.03.2020;УТ0005737;Бусины Акриловые Желейные, Круглые, Цвет: Красный, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005737);000573700.jpg;;50 г;;Акрил;Красный;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;6~7мм;05 Red;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;;;;32,088;6,95001;225;23,037;3,75;180;;;;
31.03.2020;УТ0005738;Бусины Акриловые Желейные, Круглые, Цвет: Розовый темный, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005738);000573800.jpg;1900;50 г;;Акрил;Розовый темный;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;6~7мм;06 DeepPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;37;16;2;32,088;6,95001;225;23,037;3,75;180;1;;;
31.03.2020;УТ0005739;Бусины Акриловые Желейные, Круглые, Цвет: Сиреневый, Диаметр: 6мм, Отв-тие 1.5мм,около 450шт/50г, (УТ0005739);000573900.jpg;1500;50 г;;Акрил;Сиреневый;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сиренево-фиолетовая;6~7мм;07 PearlPink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;29;17;2;32,088;6,95001;225;23,037;3,75;180;1;;;
31.03.2020;УТ0005740;Бусины Акриловые Желейные, Круглые, Цвет: Бирюзовый, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005740);000574000.jpg;;50 г;;Акрил;Бирюзовый;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Сине-голубая;6~7мм;08 PaleTurquoise;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;;22;;32,088;6,95001;225;23,037;3,75;180;;;;
31.03.2020;УТ0005741;Бусины Акриловые Желейные, Круглые, Цвет: Лососевый светлый, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005741);000574100.jpg;2100;50 г;;Акрил;Лососевый светлый;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;6~7мм;09 LightSalmon;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;40;19;2;32,088;6,95001;225;23,037;3,75;180;2;;;
31.03.2020;УТ0005742;Бусины Акриловые Желейные, Круглые, Цвет: Желтый, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005742);000574200.jpg;1550;50 г;;Акрил;Желтый;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Оранжево-желтая;6~7мм;0A LightKhaki;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;29;18;2;32,088;6,95001;225;23,037;3,75;180;2;;;
31.03.2020;УТ0005743;Бусины Акриловые Желейные, Круглые, Цвет: Розовый, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005743);000574300.jpg;1350;50 г;;Акрил;Розовый;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Красно-розовая;6~7мм;0C Pink;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;25;15;2;32,088;6,95001;225;23,037;3,75;180;2;;;
31.03.2020;УТ0005744;Бусины Акриловые Желейные, Круглые, Цвет: Белый, Диаметр: 6мм, Отв-тие 1.5мм, около 450шт/50г, (УТ0005744);000574400.jpg;;50 г;;Акрил;Белый;;Круглая;1~1,9мм;6мм;;;;;;;;Имитация Других Материалов;;;;;Бусины;;Желейные;Желейный Стиль;;Белая;6~7мм;0D White;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;;;;32,088;6,95001;225;23,037;3,75;180;;;;
